1500454506.000000, 1500454506.000000, 1500454506.000000
32.000000, 32.000000, 32.000000
-4,-42,-44
-5,-38,-46
-13,-34,-57
-7,-36,-55
-20,-36,-56
-26,-36,-58
-5,-38,-44
9,-57,-29
-18,-47,-41
-31,-46,-43
-19,-47,-45
-28,-30,-56
-35,-35,-63
-36,-27,-79
-28,-37,-53
-21,-57,-34
-23,-44,-29
-14,-50,-4
-24,-38,-12
-28,-55,-35
-17,-38,-32
-59,-65,-38
-33,-52,-13
-46,-61,-35
-26,-53,-17
-44,-64,-42
-43,-53,-34
14,-47,-17
-17,-48,-13
2,-24,-34
-19,-25,-58
-27,-19,-48
-20,-35,-57
-10,-17,-56
-32,-36,-69
-9,-35,-60
-20,-38,-54
-23,-31,-57
-22,-6,-65
-21,-3,-62
-18,-39,-41
-40,-31,-44
-29,-22,-44
-14,-34,-58
-20,-40,-45
-13,-42,-42
-36,-48,-54
-34,-46,-48
-16,-52,-55
-31,-43,-51
-43,-38,-54
-28,-30,-50
-23,-26,-43
-23,-24,-44
-25,-29,-49
-24,-30,-49
-18,-33,-46
-22,-38,-46
-22,-42,-48
-24,-45,-48
-32,-38,-39
-32,-36,-44
-31,-37,-50
-29,-35,-45
-32,-38,-47
-29,-35,-45
-28,-33,-45
-26,-31,-54
-35,-27,-52
-31,-22,-45
-27,-19,-49
-35,-22,-57
-25,-22,-51
-22,-22,-40
-23,-16,-38
-33,-33,-45
-12,-20,-49
-9,-17,-44
-12,-4,-94
-30,4,-101
-39,-19,-39
-73,-20,-58
-71,-31,-80
-37,-36,-56
-66,-44,-41
-77,-45,-40
-24,-27,-14
-56,-36,-29
-31,-35,-4
-42,-36,2
-55,-40,-4
-50,-42,-8
-30,-32,-1
-70,-37,-31
-59,-30,-19
-36,-16,-9
-35,-1,-36
-51,5,-48
-17,12,-20
-8,23,-24
-48,10,-61
-60,3,-62
-14,-28,-25
-47,-29,-38
-86,-28,-76
-71,-33,-66
-66,-17,-43
-65,-18,-50
-43,-14,-39
-30,-16,-45
-36,-15,-50
-41,-20,-55
-49,-14,-50
-43,-13,-46
-56,-19,-47
-44,-12,-28
-59,-13,-28
-38,-13,-37
-30,-13,-36
-52,-16,-40
-50,-16,-40
-50,-15,-42
-50,-12,-44
-52,-11,-45
-49,-14,-44
-50,-12,-41
-42,-11,-42
-47,-12,-44
-47,-10,-42
-43,-7,-39
-53,-10,-47
-48,-8,-47
-46,-8,-41
-49,-9,-45
-46,-10,-42
-43,-10,-42
-45,-9,-41
-48,-11,-47
-44,-9,-45
-49,-9,-47
-52,-9,-51
-48,-10,-53
-48,-12,-48
-50,-10,-39
-43,-13,-40
-46,-11,-40
-43,-10,-37
-46,-9,-38
-49,-10,-44
-48,-10,-42
-47,-10,-39
-46,-14,-38
-57,-8,-37
-51,-6,-44
-50,-4,-37
-44,-2,-42
-52,-11,-41
-51,-8,-28
-51,-10,-33
-52,-13,-39
-54,-11,-36
-51,-6,-41
-50,-7,-44
-53,-5,-45
-48,-7,-47
-48,-7,-39
-45,-8,-41
-54,-10,-42
-46,-6,-39
-39,-7,-35
-59,-13,-42
-51,-8,-39
-50,-8,-40
-47,-7,-36
-53,-11,-39
-51,-8,-36
-47,-8,-38
-50,-11,-40
-51,-10,-37
-53,-16,-38
-49,-17,-28
-45,-13,-36
-54,-13,-36
-47,-11,-44
-57,-23,-36
-54,-19,-54
-39,-7,-31
-39,-4,-51
-47,-7,-47
-41,-11,-49
-46,-10,-55
-41,-7,-53
-54,-11,-48
-58,-16,-48
-54,-20,-43
-45,-12,-44
-40,-12,-55
-37,-11,-55
-39,-12,-49
-38,-14,-44
-43,-13,-36
-38,-12,-48
-48,-14,-46
-46,-9,-44
-45,-12,-43
-48,-16,-38
-49,-13,-39
-43,-16,-45
-44,-15,-48
-43,-14,-45
-39,-17,-38
-37,-11,-37
-37,-11,-37
-34,-15,-50
-45,-17,-62
-39,-12,-56
-43,-10,-48
-43,-12,-48
-45,-15,-53
-41,-19,-54
-52,-18,-42
-48,-18,-41
-38,-18,-42
-38,-16,-50
-36,-15,-35
-36,-15,-37
-40,-19,-47
-50,-23,-46
-46,-20,-48
-51,-22,-49
-52,-21,-45
-59,-23,-56
-60,-29,-47
-84,-36,-45
-52,-33,-25
-29,-29,23
-44,-43,18
-53,-36,21
-27,-25,7
-30,-21,-9
-49,-28,-13
-53,-27,-11
-59,-30,-29
-58,-28,-46
-57,-25,-32
-68,-36,-28
-39,-29,-19
-29,-34,-25
-37,-35,-36
-39,-26,-38
-47,-36,-52
-26,-40,-44
-34,-56,-43
-53,-51,-42
-33,-49,-44
-37,-55,-31
-20,-43,-30
-18,-45,-33
-23,-53,-27
-31,-49,-33
-32,-33,-34
-6,-30,-30
-23,-45,-22
-24,-53,-21
-32,-44,-58
-41,-56,-46
-35,-43,-46
-21,-51,-35
-18,-46,-42
-23,-57,-27
3,-41,-34
-12,-56,-31
-11,-43,-52
-54,-28,-78
-39,-14,-72
-50,-26,-45
-30,-61,-30
-31,-101,14
-13,-41,5
-11,-75,-49
-32,-12,-70
-10,-24,-76
-48,-32,-67
-22,-48,-49
7,-54,-19
10,-57,-20
-11,-56,-43
-28,-29,-66
-48,-31,-65
-42,-35,-76
-37,-48,-39
-72,-54,-34
-44,-49,-22
-28,-32,-51
-56,-14,-57
-40,-35,-27
-29,-49,-32
-13,-31,-33
-25,-35,-27
-29,-41,-33
-25,-42,-27
-23,-32,-43
-22,-31,-39
-11,-47,-37
-27,-48,-35
-39,-44,-55
-42,-39,-27
-35,-39,-18
-24,-37,-42
-34,-35,-23
-27,-39,-45
-40,-44,-22
-32,-53,5
-34,-39,-47
9,-31,-57
-24,-34,-48
11,-47,-31
-25,-39,-66
-41,-58,-66
-45,-47,-63
-43,-51,-56
-35,-41,-52
-40,-46,-35
-24,-38,-41
-24,-38,-32
-20,-50,-16
-34,-47,-16
2,-43,-8
-37,-41,-34
-38,-48,-36
-44,-43,-40
-51,-41,-32
-44,-38,-35
-37,-32,-29
-51,-50,-28
-45,-43,-24
-38,-41,-13
-36,-43,-10
-45,-39,-10
-48,-33,0
-60,-13,-14
-87,0,-31
-67,-5,-32
-50,-16,-32
-60,-14,-33
-34,-53,-9
-45,-47,-19
-67,-13,-26
-83,-32,-27
-51,-30,-17
-91,-74,-17
-68,-63,3
-37,-69,20
-34,-63,-5
-61,-25,-11
-65,-18,-11
-49,-33,-15
-40,-21,-25
-39,-15,-23
-37,-33,-11
-42,-39,-15
-39,-33,-21
-53,-17,-22
-46,-33,-26
-49,-26,-40
-60,-12,-44
-77,-17,-46
-48,-20,-43
-51,-18,-43
-41,-21,-42
-56,-22,-46
-40,-31,-29
-30,-41,-41
-50,-26,-52
8,-27,-20
-32,-31,-52
-26,-21,-56
-29,-32,-76
-112,-48,-81
-99,-38,-54
-52,-10,-50
-11,10,-42
19,24,-35
8,17,-38
0,-6,-36
-9,-13,-1
-26,-28,30
-101,13,-24
-128,-16,-24
-108,-43,-29
-83,-16,-22
-63,-34,9
-61,-32,16
-59,-24,-2
-78,-28,-3
-59,-19,-8
-71,-17,-6
-76,-24,-9
-42,-26,18
-40,-16,19
-56,-16,3
-62,-17,4
-68,-19,7
-61,-23,8
-61,-14,7
-57,-16,12
-52,-26,23
-56,-25,24
-59,-19,15
-56,-14,15
-55,-16,14
-58,-16,14
-58,-20,15
-55,-26,17
-57,-25,17
-56,-32,13
-52,-32,13
-58,-31,10
-63,-32,5
-67,-33,3
-52,-33,-1
-55,-40,-5
-53,-29,-3
-51,-39,-8
-53,-26,-22
-61,-27,-29
-45,-22,-35
-46,-27,-34
-48,-34,-38
-54,-29,-42
-51,-26,-36
-25,-8,-39
-33,-22,-42
-73,-41,-51
-48,-41,-35
-29,-65,-21
-19,-69,-25
-18,-63,-39
3,-51,-39
-27,-55,-48
-11,-46,-49
-34,-39,-65
-21,-41,-58
-7,-35,-41
-16,-52,-52
14,-47,-28
-12,-46,-33
-20,-49,-50
1,-41,-34
-2,-58,-25
5,-39,-33
-19,-39,-54
-24,-54,-50
-20,-42,-51
-2,-64,-25
1,-51,-41
-3,-46,-40
-14,-39,-52
-22,-41,-58
-24,-39,-61
-8,-45,-40
-9,-62,-29
7,-62,-25
10,-46,-33
-23,-55,-46
-4,-45,-48
-10,-51,-44
-2,-45,-36
-4,-47,-40
-12,-51,-43
5,-40,-41
-3,-43,-50
-8,-50,-43
3,-52,-34
-11,-56,-37
5,-55,-36
-11,-54,-41
5,-53,-41
-4,-54,-40
-7,-49,-40
12,-44,-37
-16,-39,-51
-10,-42,-54
-3,-46,-38
-1,-50,-35
-10,-57,-42
-12,-55,-42
-9,-46,-45
-14,-46,-47
-8,-49,-41
-14,-52,-38
-8,-53,-40
-17,-52,-40
-16,-49,-35
-15,-45,-43
-15,-36,-46
-9,-47,-36
-6,-46,-41
-21,-51,-44
-21,-52,-39
-25,-47,-54
-28,-34,-50
-31,-36,-48
-42,-50,-52
-34,-49,-59
-9,-62,-32
-10,-48,-41
-23,-42,-34
-4,-39,-29
-27,-28,-46
-18,-53,-33
-6,-38,-22
-21,-49,-25
-20,-50,-49
-30,-54,-35
-2,-50,-2
-61,-50,-56
-51,-41,-45
-12,-35,-42
-32,-37,-28
-38,-25,-56
-2,-29,-34
-1,-48,-44
-15,-55,-31
-40,-38,-51
-13,-44,-17
5,-41,-31
-18,-61,-37
-30,-61,-26
-12,-48,-43
-21,-41,-44
-30,-24,-65
-18,-22,-88
-34,-22,-48
-21,-42,-25
-16,-49,-49
-18,-31,-46
-21,-30,-36
-31,-42,-57
-45,-32,-66
-25,-25,-57
-29,-40,-44
-42,-27,-48
-37,-28,-52
-29,-12,-59
-38,-7,-70
-38,-18,-59
-33,-38,-31
-19,-22,-49
-27,-18,-52
-29,-27,-41
-46,-27,-53
-39,-19,-50
-35,-14,-49
-47,-12,-52
-37,-16,-46
-26,-30,-36
-32,-19,-57
-39,-22,-53
-32,-24,-45
-40,-25,-51
-41,-22,-50
-38,-19,-47
-48,-17,-55
-39,-27,-49
-40,-25,-50
-39,-20,-50
-36,-20,-51
-39,-20,-49
-31,-23,-46
-34,-28,-44
-39,-18,-49
-33,-24,-45
-49,-18,-48
-36,-25,-39
-37,-18,-50
-33,-23,-43
-43,-21,-46
-43,-22,-46
-40,-22,-41
-40,-19,-46
-39,-22,-41
-44,-20,-47
-41,-19,-47
-42,-24,-42
-43,-21,-45
-44,-23,-44
-43,-24,-41
-43,-20,-47
-42,-21,-42
-46,-20,-43
-38,-20,-42
-37,-21,-42
-43,-23,-45
-47,-22,-45
-45,-20,-44
-43,-20,-44
-45,-21,-43
-44,-20,-47
-41,-23,-42
-41,-23,-42
-42,-22,-46
-42,-22,-45
-45,-24,-45
-44,-22,-43
-42,-20,-44
-42,-21,-43
-43,-20,-43
-42,-21,-44
-39,-21,-42
-42,-23,-46
-41,-23,-45
-44,-23,-45
-45,-23,-43
-42,-20,-43
-40,-21,-45
-40,-21,-43
-41,-22,-43
-40,-22,-43
-44,-22,-44
-43,-21,-48
-42,-23,-40
-45,-23,-40
-42,-22,-45
-41,-22,-43
-42,-21,-43
-42,-20,-43
-41,-22,-41
-43,-22,-45
-42,-23,-43
-43,-22,-44
-45,-22,-44
-42,-23,-42
-41,-21,-43
-42,-22,-43
-41,-22,-43
-43,-23,-42
-43,-22,-43
-42,-21,-44
-42,-23,-42
-43,-23,-42
-43,-25,-44
-36,-27,-40
-38,-17,-40
-46,-20,-51
-44,-27,-39
-61,-28,-43
-44,-21,-47
-37,-23,-41
-41,-26,-41
-41,-21,-41
-42,-19,-43
-41,-21,-44
-41,-22,-41
-43,-25,-41
-45,-23,-44
-43,-24,-41
-44,-24,-42
-44,-23,-42
-42,-23,-42
-42,-24,-42
-41,-22,-41
-42,-22,-43
-44,-25,-41
-45,-24,-41
-44,-23,-42
-42,-22,-41
-43,-23,-41
-43,-24,-42
-45,-23,-42
-43,-23,-41
-43,-23,-41
-45,-23,-42
-44,-22,-42
-42,-25,-41
-43,-25,-41
-45,-24,-41
-44,-25,-41
-46,-23,-41
-45,-23,-41
-45,-23,-41
-44,-23,-41
-43,-23,-41
-44,-23,-40
-44,-22,-40
-43,-23,-39
-44,-23,-40
-43,-23,-41
-43,-24,-40
-45,-24,-41
-46,-24,-40
-45,-25,-40
-45,-24,-40
-45,-23,-41
-45,-24,-41
-45,-24,-39
-44,-24,-39
-44,-23,-39
-45,-21,-41
-47,-22,-43
-56,-26,-43
-58,-27,-46
-63,-25,-51
-65,-24,-48
-49,-26,-28
-49,-34,-31
-52,-29,-26
-43,-30,-17
-31,-32,-8
-52,-33,-20
-58,-35,-21
-60,-22,-22
-46,-30,-12
-32,-35,-6
-45,-30,-15
-53,-28,-19
-44,-34,-5
-52,-31,-16
-53,-33,-20
-55,-30,-23
-58,-34,-21
-50,-38,-20
-58,-37,-27
-55,-37,-28
-44,-27,-23
-44,-38,-16
-51,-40,-13
-53,-45,-10
-52,-35,-23
-43,-40,-14
-40,-35,-13
-32,-37,-13
-46,-29,-21
-53,-25,-28
-42,-26,-26
-38,-38,-33
-42,-36,-44
-54,-32,-47
-35,-28,-42
-29,-33,-43
-46,-32,-53
-40,-32,-57
-29,-32,-54
-12,-31,-49
-42,-19,-63
-22,-16,-56
-16,-18,-55
4,-12,-45
-62,-34,-56
-47,-23,-63
-18,-23,-55
-27,-32,-54
3,-42,-51
-33,-24,-67
-38,-30,-70
-1,-32,-46
-10,-29,-56
-21,-35,-58
-56,-46,-57
1,-37,-38
-18,-39,-36
4,-37,-48
42,-14,-42
-56,-15,-83
-38,-41,-41
-14,-59,-16
-2,-40,-30
-12,-41,-47
-42,-23,-65
-28,-30,-72
-7,-40,-44
-9,-47,-41
-26,-49,-31
-18,-41,-31
