1495528584.000000, IBI
17.125784,0.593777
17.719561,0.593777
23.532327,0.546900
24.126104,0.593777
24.704256,0.578151
100.676484,0.562526
101.176507,0.500023
101.707781,0.531274
102.192178,0.484397
102.660949,0.468771
103.223475,0.562526
179.461340,1.031297
180.570766,1.109426
181.555186,0.984420
316.170722,0.625029
316.764500,0.593777
317.405154,0.640654
317.998931,0.593777
318.608334,0.609403
319.233363,0.625029
319.967771,0.734409
320.702180,0.734409
321.452214,0.750034
322.217874,0.765660
322.858529,0.640654
323.530434,0.671906
324.233592,0.703157
324.905497,0.671906
325.655532,0.750034
326.343063,0.687531
326.983717,0.640654
327.593120,0.609403
328.171272,0.578151
328.827552,0.656280
329.546335,0.718783
330.390123,0.843789
331.296415,0.906291
332.187081,0.890666
333.030869,0.843789
333.843406,0.812537
340.999984,0.625029
341.625013,0.625029
342.265667,0.640654
342.937573,0.671906
343.609478,0.671906
344.343887,0.734409
345.015793,0.671906
352.688019,0.718783
353.422428,0.734409
458.645994,0.687531
459.396029,0.750034
460.146063,0.750034
460.849220,0.703157
461.568003,0.718783
462.271160,0.703157
462.958692,0.687531
463.630598,0.671906
464.302503,0.671906
465.005661,0.703157
465.708818,0.703157
466.458852,0.750034
467.208886,0.750034
467.943295,0.734409
468.677704,0.734409
469.396487,0.718783
470.068392,0.671906
470.771549,0.703157
471.443455,0.671906
472.130987,0.687531
472.802892,0.671906
473.443547,0.640654
474.052950,0.609403
474.646727,0.593777
475.256130,0.609403
475.849907,0.593777
476.506187,0.656280
477.193718,0.687531
477.943753,0.750034
478.709413,0.765660
479.475073,0.765660
480.256359,0.781286
481.037644,0.781286
481.740802,0.703157
482.459584,0.718783
483.131490,0.671906
531.868096,0.687531
532.524376,0.656280
533.133779,0.609403
533.805685,0.671906
534.415088,0.609403
535.040116,0.625029
535.665145,0.625029
536.352676,0.687531
537.087085,0.734409
537.821494,0.734409
538.571528,0.750034
539.274685,0.703157
540.087222,0.812537
540.774754,0.687531
541.462285,0.687531
542.149817,0.687531
542.790471,0.640654
543.446751,0.656280
544.103031,0.656280
544.790563,0.687531
545.478094,0.687531
546.196877,0.718783
546.915660,0.718783
547.603191,0.687531
548.306349,0.703157
549.009506,0.703157
549.712663,0.703157
550.368943,0.656280
551.056474,0.687531
551.744006,0.687531
552.431537,0.687531
553.119069,0.687531
553.806600,0.687531
554.509758,0.703157
555.166038,0.656280
555.837943,0.671906
556.509849,0.671906
557.197381,0.687531
557.884912,0.687531
558.541192,0.656280
559.197472,0.656280
559.853752,0.656280
560.541284,0.687531
561.228815,0.687531
561.885095,0.656280
562.525749,0.640654
563.150778,0.625029
563.713304,0.562526
564.307081,0.593777
564.869607,0.562526
565.432132,0.562526
565.979033,0.546900
566.557184,0.578151
567.213464,0.656280
567.869744,0.656280
568.541650,0.671906
569.260433,0.718783
569.979216,0.718783
570.697999,0.718783
571.416781,0.718783
591.917720,0.671906
598.027375,0.703157
598.746157,0.718783
599.527443,0.781286
600.308729,0.781286
601.058763,0.750034
601.793172,0.734409
602.527580,0.734409
603.261989,0.734409
603.980772,0.718783
604.668303,0.687531
605.324584,0.656280
621.294065,0.906291
622.122227,0.828163
622.919139,0.796911
623.731676,0.812537
624.528588,0.796911
625.325499,0.796911
626.122411,0.796911
626.934948,0.812537
627.794362,0.859414
628.528771,0.734409
633.982145,0.687531
634.794683,0.812537
635.560343,0.765660
678.749820,0.656280
679.437351,0.687531
680.156134,0.718783
680.874917,0.718783
681.609325,0.734409
682.296857,0.687531
683.000014,0.703157
683.734423,0.734409
684.453206,0.718783
685.156363,0.703157
685.843894,0.687531
686.547051,0.703157
687.265834,0.718783
688.000243,0.734409
688.703400,0.703157
689.406557,0.703157
690.109715,0.703157
690.859749,0.750034
691.578532,0.718783
692.312940,0.734409
693.031723,0.718783
693.750506,0.718783
694.453663,0.703157
695.141195,0.687531
695.813101,0.671906
696.500632,0.687531
697.188164,0.687531
697.860069,0.671906
698.563226,0.703157
699.282009,0.718783
700.000792,0.718783
700.719575,0.718783
701.438358,0.718783
702.157141,0.718783
702.875924,0.718783
703.563455,0.687531
704.219735,0.656280
704.891641,0.671906
705.594798,0.703157
706.266704,0.671906
706.954236,0.687531
707.626141,0.671906
708.344924,0.718783
709.063707,0.718783
709.813741,0.750034
710.563776,0.750034
711.298184,0.734409
712.016967,0.718783
712.735750,0.718783
713.438907,0.703157
